cpg	chr	start	stop
cpg.780	chr1	29230708	29231115
cpg.781	chr1	29236233	29238795
cpg.782	chr1	29259385	29260086
cpg.783	chr1	29260575	29260900
cpg.784	chr1	29478450	29478727
cpg.785	chr1	30718125	30719113
cpg.786	chr1	30721429	30721740
cpg.787	chr1	30773163	30773433
cpg.788	chr1	30807274	30807665
cpg.789	chr1	30824435	30824702
cpg.790	chr1	30907997	30909119
cpg.791	chr1	31065565	31066091
cpg.792	chr1	31155253	31155646
cpg.793	chr1	31181575	31181986
cpg.794	chr1	31239231	31239965
cpg.795	chr1	31296399	31297131
cpg.796	chr1	31412947	31414163
cpg.797	chr1	31586870	31587170
cpg.798	chr1	31588740	31589242
cpg.799	chr1	31617670	31618337
cpg.800	chr1	31644609	31645360
cpg.801	chr1	31703936	31704268
cpg.802	chr1	31714530	31714886
cpg.803	chr1	31742885	31743103
cpg.804	chr1	31762746	31764651
cpg.805	chr1	31772226	31773060
cpg.806	chr1	31788403	31788752
cpg.807	chr1	31789124	31789407
cpg.808	chr1	31937681	31938781
cpg.809	chr1	31944587	31945029
cpg.810	chr1	32013501	32014982
cpg.811	chr1	32072604	32073451
cpg.812	chr1	32108460	32108717
cpg.813	chr1	32179553	32180213
cpg.814	chr1	32200630	32200859
cpg.815	chr1	32204968	32206284
cpg.816	chr1	32221920	32222439
cpg.817	chr1	32239923	32241540
cpg.818	chr1	32275109	32275943
cpg.819	chr1	32291813	32292433
cpg.820	chr1	32335258	32336628
cpg.821	chr1	32351114	32351987
cpg.822	chr1	32361343	32362416
cpg.823	chr1	32394169	32394747
cpg.824	chr1	32426827	32427234
cpg.825	chr1	32464899	32465460
cpg.826	chr1	32500543	32500962
cpg.827	chr1	32539399	32540138
cpg.828	chr1	32650942	32651762
cpg.829	chr1	32702418	32703264
cpg.830	chr1	32712270	32712490
cpg.831	chr1	32741533	32742273
cpg.832	chr1	32753826	32754379
cpg.833	chr1	32817074	32818305
cpg.834	chr1	32870665	32871157
cpg.835	chr1	32886085	32886796
cpg.836	chr1	32892868	32893848
cpg.837	chr1	32901191	32901721
cpg.838	chr1	32963930	32965015
cpg.839	chr1	32972857	32973378
cpg.840	chr1	33036600	33037118
cpg.841	chr1	33050993	33051332
cpg.842	chr1	33080923	33081642
cpg.843	chr1	33127290	33127554
cpg.844	chr1	33147375	33147720
cpg.845	chr1	33159658	33159926
cpg.846	chr1	33180725	33182272
cpg.847	chr1	33255847	33257064
cpg.848	chr1	33276173	33276780
cpg.849	chr1	33306545	33307174
cpg.850	chr1	33349182	33350169
cpg.851	chr1	33430401	33431328
cpg.852	chr1	33472424	33472727
cpg.853	chr1	33625005	33625254
cpg.854	chr1	33633296	33633519
cpg.855	chr1	34163182	34165375
cpg.856	chr1	34176781	34177423
cpg.857	chr1	34761427	34761675
cpg.858	chr1	34781275	34781998
cpg.859	chr1	34784817	34785135
cpg.860	chr1	34792963	34793190
cpg.861	chr1	34859581	34859949
cpg.862	chr1	34865683	34866808
cpg.863	chr1	34868703	34868905
cpg.864	chr1	34885430	34886253
cpg.865	chr1	34929209	34930605
cpg.866	chr1	34976636	34977276
cpg.867	chr1	34985048	34985436
cpg.868	chr1	35031520	35031986
cpg.869	chr1	35079326	35079702
cpg.870	chr1	35120730	35120990
cpg.871	chr1	35191866	35192723
cpg.872	chr1	35192872	35193210
cpg.873	chr1	35268622	35269254
cpg.874	chr1	35557079	35558233
cpg.875	chr1	35573248	35574450
cpg.876	chr1	35576831	35577843
cpg.877	chr1	35641368	35641660
cpg.878	chr1	35707805	35708378
cpg.879	chr1	35718647	35719185
cpg.880	chr1	35769323	35770199
cpg.881	chr1	35807898	35808860
cpg.882	chr1	35882900	35883201
cpg.883	chr1	35883702	35884069
cpg.884	chr1	35930648	35931661
cpg.885	chr1	36083953	36084420
cpg.886	chr1	36088724	36089354
cpg.887	chr1	36124854	36125520
cpg.888	chr1	36149254	36149861
cpg.889	chr1	36155850	36156709
cpg.890	chr1	36176155	36176860
cpg.891	chr1	36178354	36179042
cpg.892	chr1	36224158	36224486
cpg.893	chr1	36306229	36307408
cpg.894	chr1	36320899	36323801
cpg.895	chr1	36341761	36341983
cpg.896	chr1	36385488	36386272
cpg.897	chr1	36397610	36398002
cpg.898	chr1	36450195	36450723
cpg.899	chr1	36463813	36464530
cpg.900	chr1	37032776	37035023
cpg.901	chr1	37318010	37318657
cpg.902	chr1	37474122	37474620
cpg.903	chr1	37514311	37514964
cpg.904	chr1	37554005	37554222
cpg.905	chr1	37556851	37557118
cpg.906	chr1	37595827	37596139
cpg.907	chr1	37634005	37635192
cpg.908	chr1	37690370	37690607
cpg.909	chr1	37691623	37692914
cpg.910	chr1	37752518	37753223
cpg.911	chr1	37753621	37754340
cpg.912	chr1	37761407	37762069
cpg.913	chr1	37764166	37765216
cpg.914	chr1	37793423	37794755
cpg.915	chr1	37807736	37808730
cpg.916	chr1	37859478	37860327
cpg.917	chr1	37931564	37932049
cpg.918	chr1	37989560	37990097
cpg.919	chr1	37995912	37996316
cpg.920	chr1	38005167	38005699
cpg.921	chr1	38012410	38013055
cpg.922	chr1	38044430	38047970
cpg.923	chr1	38578493	38578861
cpg.924	chr1	38708707	38709268
cpg.925	chr1	38804057	38804579
cpg.926	chr1	38817937	38818904
cpg.927	chr1	38859143	38860049
cpg.928	chr1	38872807	38873677
cpg.929	chr1	38990983	38991599
cpg.930	chr1	39080967	39082287
cpg.931	chr1	39104993	39106187
cpg.932	chr1	39408346	39409567
cpg.933	chr1	39490752	39492465
cpg.934	chr1	39514693	39516096
cpg.935	chr1	39575645	39576995
cpg.936	chr1	39639338	39640035
cpg.937	chr1	39671550	39672415
cpg.938	chr1	39683759	39684341
cpg.939	chr1	39691258	39692842
cpg.940	chr1	39738640	39739067
cpg.941	chr1	39770095	39771518
cpg.942	chr1	39788011	39789500
cpg.943	chr1	39883269	39883616
cpg.944	chr1	39900923	39902541
cpg.945	chr1	39954815	39955694
cpg.946	chr1	40039739	40041031
cpg.947	chr1	40096994	40097456
cpg.948	chr1	40132836	40133537
cpg.949	chr1	40161241	40161940
cpg.950	chr1	40257714	40258026
cpg.951	chr1	40258124	40258338
cpg.952	chr1	40303514	40304199
cpg.953	chr1	40315332	40315773
cpg.954	chr1	40316007	40316284
cpg.955	chr1	40316548	40317473
cpg.956	chr1	40373712	40374350
cpg.957	chr1	40449933	40450400
cpg.958	chr1	40477112	40477715
cpg.959	chr1	40508384	40509114
cpg.960	chr1	40531488	40531767
cpg.961	chr1	40654182	40654464
cpg.962	chr1	40665439	40665816
cpg.963	chr1	40691490	40692303
cpg.964	chr1	40783418	40784489
cpg.965	chr1	40802247	40802726
cpg.966	chr1	40818168	40818919
cpg.967	chr1	40819181	40819477
cpg.968	chr1	40838059	40838764
cpg.969	chr1	40861277	40862613
cpg.970	chr1	40884068	40884621
cpg.971	chr1	40979198	40980444
cpg.972	chr1	41017746	41018021
cpg.973	chr1	41241285	41242655
cpg.974	chr1	41361008	41362618
cpg.975	chr1	41366304	41366870
cpg.976	chr1	41381581	41383465
cpg.977	chr1	41423598	41423954
cpg.978	chr1	41496179	41496645
cpg.979	chr1	41516117	41516372
cpg.980	chr1	41661709	41662961
cpg.981	chr1	41917969	41918332
cpg.982	chr1	42035184	42036309
cpg.983	chr1	42145814	42146020
cpg.984	chr1	42334594	42335699
cpg.985	chr1	42380307	42381317
cpg.986	chr1	42456045	42456904
cpg.987	chr1	42463126	42463829
cpg.988	chr1	42658306	42658751
cpg.989	chr1	42681829	42683345
cpg.990	chr1	42738444	42738652
cpg.991	chr1	42766543	42767688
cpg.992	chr1	42785091	42785411
cpg.993	chr1	42816903	42817419
cpg.994	chr1	42846587	42846842
cpg.995	chr1	42887114	42887323
cpg.996	chr1	42887570	42887771
cpg.997	chr1	42888276	42888499
cpg.998	chr1	42924164	42924880
cpg.999	chr1	42957796	42959097
cpg.1000	chr1	43007196	43007663
cpg.1001	chr1	43068219	43068663
cpg.1002	chr1	43147737	43148171
cpg.1003	chr1	43171832	43172381
cpg.1004	chr1	43272813	43273158
cpg.1005	chr1	43304851	43305209
cpg.1006	chr1	43348634	43349606
cpg.1007	chr1	43358463	43359388
cpg.1008	chr1	43367143	43367402
cpg.1009	chr1	43367875	43368466
cpg.1010	chr1	43389704	43390250
cpg.1011	chr1	43453589	43454143
cpg.1012	chr1	43530758	43531829
cpg.1013	chr1	43565615	43566167
cpg.1014	chr1	43591084	43591508
cpg.1015	chr1	43597798	43598086
cpg.1016	chr1	43605221	43605471
cpg.1017	chr1	43649945	43650638
cpg.1018	chr1	43706997	43708092
cpg.1019	chr1	43933396	43933863
cpg.1020	chr1	43936085	43936751
cpg.1021	chr1	43946401	43947132
cpg.1022	chr1	43969737	43970442
cpg.1023	chr1	43974470	43975584
cpg.1024	chr1	43978963	43979950
cpg.1025	chr1	43991478	43992100
cpg.1026	chr1	44029957	44031353
cpg.1027	chr1	44103319	44103727
cpg.1028	chr1	44213331	44213793
cpg.1029	chr1	44354985	44355441
cpg.1030	chr1	44405469	44408375
cpg.1031	chr1	44417464	44418232
cpg.1032	chr1	44617067	44617613
cpg.1033	chr1	44631609	44632377
cpg.1034	chr1	44654565	44655051
cpg.1035	chr1	44674098	44674912
cpg.1036	chr1	44724033	44724886
cpg.1037	chr1	44739651	44740073
cpg.1038	chr1	44775341	44776228
cpg.1039	chr1	44784188	44784680
cpg.1040	chr1	44786290	44786620
cpg.1041	chr1	44799862	44801111
cpg.1042	chr1	44806007	44806646
cpg.1043	chr1	44813093	44813956
cpg.1044	chr1	44842871	44843487
cpg.1045	chr1	44986350	44986772
cpg.1046	chr1	45010553	45011350
cpg.1047	chr1	45205667	45206716
cpg.1048	chr1	45303541	45304245
cpg.1049	chr1	45326747	45327629
cpg.1050	chr1	45339892	45340311
cpg.1051	chr1	45490673	45491221
cpg.1052	chr1	45499914	45500377
cpg.1053	chr1	45521491	45522131
cpg.1054	chr1	45550731	45551022
cpg.1055	chr1	45583918	45584910
cpg.1056	chr1	45622522	45623470
cpg.1057	chr1	45686079	45687408
cpg.1058	chr1	45750561	45750842
cpg.1059	chr1	45803427	45804148
cpg.1060	chr1	46132454	46133457
cpg.1061	chr1	46167017	46167260
cpg.1062	chr1	46203149	46203586
cpg.1063	chr1	46240236	46240493
cpg.1064	chr1	46247243	46247773
cpg.1065	chr1	46301753	46303364
cpg.1066	chr1	46340667	46341164
cpg.1067	chr1	46394052	46394619
cpg.1068	chr1	46448114	46448671
cpg.1069	chr1	46466624	46467220
cpg.1070	chr1	46474564	46474765
cpg.1071	chr1	46485496	46486120
cpg.1072	chr1	46489121	46491449
cpg.1073	chr1	46532960	46533577
cpg.1074	chr1	46543903	46544460
cpg.1075	chr1	46603943	46604507
cpg.1076	chr1	46612908	46613295
cpg.1077	chr1	46616344	46616905
cpg.1078	chr1	46668002	46668723
cpg.1079	chr1	46718730	46719411
cpg.1080	chr1	47023554	47023961
cpg.1081	chr1	47225308	47226055
cpg.1082	chr1	47230832	47232525
cpg.1083	chr1	47314035	47314539
cpg.1084	chr1	47333739	47334754
cpg.1085	chr1	47416224	47417393
cpg.1086	chr1	47433453	47433726
cpg.1087	chr1	47433989	47434713
cpg.1088	chr1	47437121	47439846
cpg.1089	chr1	47444040	47445348
cpg.1090	chr1	47449967	47450280
cpg.1091	chr1	47508037	47508680
cpg.1092	chr1	47533238	47533555
cpg.1093	chr1	47593121	47593558
cpg.1094	chr1	47708822	47710847
cpg.1095	chr1	47725084	47725377
cpg.1096	chr1	47984198	47984472
cpg.1097	chr1	47994140	47994389
cpg.1098	chr1	47996459	47997929
cpg.1099	chr1	48471632	48472399
cpg.1100	chr1	48776519	48777138
cpg.1101	chr1	48898882	48899241
cpg.1102	chr1	50023745	50024174
cpg.1103	chr1	50047972	50048648
cpg.1104	chr1	50332995	50333864
cpg.1105	chr1	50415244	50415844
cpg.1106	chr1	50416212	50416431
cpg.1107	chr1	50416761	50416988
cpg.1108	chr1	50417325	50417754
cpg.1109	chr1	50418556	50425799
cpg.1110	chr1	50426809	50427571
cpg.1111	chr1	50427796	50428073
cpg.1112	chr1	50959775	50960398
cpg.1113	chr1	50968090	50969833
cpg.1114	chr1	50977639	50978364
cpg.1115	chr1	51236095	51236870
cpg.1116	chr1	51330222	51330917
cpg.1117	chr1	51344655	51345015
cpg.1118	chr1	51518705	51519224
cpg.1119	chr1	51616902	51617376
cpg.1120	chr1	51729356	51730149
cpg.1121	chr1	51878506	51879267
cpg.1122	chr1	51990105	51990781
cpg.1123	chr1	52032780	52033833
cpg.1124	chr1	52055074	52055452
cpg.1125	chr1	52056108	52056624
cpg.1126	chr1	52141728	52142832
cpg.1127	chr1	52365731	52366388
cpg.1128	chr1	52368467	52368856
cpg.1129	chr1	52404195	52404633
cpg.1130	chr1	52552586	52553927
cpg.1131	chr1	52602208	52602936
cpg.1132	chr1	52632957	52633631
cpg.1133	chr1	52698016	52698508
cpg.1134	chr1	52726351	52726756
cpg.1135	chr1	52842622	52843505
cpg.1136	chr1	52920952	52921851
cpg.1137	chr1	52927208	52927973
cpg.1138	chr1	53061992	53063302
cpg.1139	chr1	53078432	53079011
cpg.1140	chr1	53092716	53092970
cpg.1141	chr1	53196637	53197143
cpg.1142	chr1	53220224	53220719
cpg.1143	chr1	53238287	53238887
cpg.1144	chr1	53276625	53277173
cpg.1145	chr1	53283766	53284193
cpg.1146	chr1	53326015	53328156
cpg.1147	chr1	53438467	53439585
cpg.1148	chr1	53459518	53460555
cpg.1149	chr1	53737729	53739637
cpg.1150	chr1	53838085	53838589
cpg.1151	chr1	53889574	53889983
cpg.1152	chr1	53945384	53946670
cpg.1153	chr1	54052928	54053626
cpg.1154	chr1	54121691	54122019
cpg.1155	chr1	54200148	54200586
cpg.1156	chr1	54356317	54356660
cpg.1157	chr1	54390728	54390935
cpg.1158	chr1	54405180	54407327
cpg.1159	chr1	54474673	54475080
cpg.1160	chr1	54488220	54488583
cpg.1161	chr1	54489405	54489614
cpg.1162	chr1	54499350	54499718
cpg.1163	chr1	54542031	54542775
cpg.1164	chr1	54715672	54716180
cpg.1165	chr1	54764410	54764696
cpg.1166	chr1	54781069	54781846
cpg.1167	chr1	54800604	54801385
cpg.1168	chr1	54805992	54806299
cpg.1169	chr1	54886790	54887655
cpg.1170	chr1	54980414	54981173
cpg.1171	chr1	54997015	54997337
cpg.1172	chr1	55039387	55040342
cpg.1173	chr1	55214792	55216035
cpg.1174	chr1	56477555	56477997
cpg.1175	chr1	56578429	56579444
cpg.1176	chr1	56644990	56645564
cpg.1177	chr1	57422291	57424965
cpg.1178	chr1	58249600	58250423
cpg.1179	chr1	58546249	58546905
cpg.1180	chr1	58576085	58577623
cpg.1181	chr1	58781789	58785268
cpg.1182	chr1	58814568	58814818
cpg.1183	chr1	58815279	58815522
cpg.1184	chr1	58816217	58816563
cpg.1185	chr1	58903699	58904228
cpg.1186	chr1	59146735	59147051
cpg.1187	chr1	59296430	59297122
cpg.1188	chr1	59814415	59815376
cpg.1189	chr1	59926600	59926911
cpg.1190	chr1	60073643	60073868
cpg.1191	chr1	61042970	61043734
cpg.1192	chr1	61050254	61051159
cpg.1193	chr1	61053680	61054299
cpg.1194	chr1	61076865	61077205
cpg.1195	chr1	61083081	61083750
cpg.1196	chr1	61654202	61654421
cpg.1197	chr1	61724975	61725270
cpg.1198	chr1	61742155	61743146
cpg.1199	chr1	62194883	62195274
cpg.1200	chr1	62318465	62319462
cpg.1201	chr1	62435980	62437996
cpg.1202	chr1	62687709	62688678
cpg.1203	chr1	63316723	63324800
cpg.1204	chr1	63329692	63330469
cpg.1205	chr1	63367438	63368150
cpg.1206	chr1	63593266	63594242
cpg.1207	chr1	63773794	63775108
cpg.1208	chr1	64469871	64470931
cpg.1209	chr1	64505675	64505921
cpg.1210	chr1	64744599	64745555
cpg.1211	chr1	64965772	64966931
cpg.1212	chr1	65002589	65003145
cpg.1213	chr1	65066587	65068282
cpg.1214	chr1	65147358	65149215
cpg.1215	chr1	65254291	65254909
cpg.1216	chr1	65265728	65266166
cpg.1217	chr1	65309333	65310063
cpg.1218	chr1	65420173	65421021
cpg.1219	chr1	65525318	65526128
cpg.1220	chr1	65792757	65793235
cpg.1221	chr1	66533045	66533377
cpg.1222	chr1	66752396	66752610
cpg.1223	chr1	66925197	66925426
cpg.1224	chr1	66930000	66930800
cpg.1225	chr1	67053862	67054456
cpg.1226	chr1	67134707	67135032
cpg.1227	chr1	67429452	67431143
cpg.1228	chr1	67685230	67686587
cpg.1229	chr1	67832688	67833768
cpg.1230	chr1	68046960	68047322
cpg.1231	chr1	68050553	68050790
cpg.1232	chr1	68051571	68051791
cpg.1233	chr1	68163316	68163519
cpg.1234	chr1	68230925	68231945
cpg.1235	chr1	68496600	68497323
cpg.1236	chr1	69567284	69568812
cpg.1237	chr1	69919360	69919587
cpg.1238	chr1	70205500	70205759
cpg.1239	chr1	70354050	70355036
cpg.1240	chr1	70410939	70411408
cpg.1241	chr1	71046541	71048121
cpg.1242	chr1	71080803	71081100
cpg.1243	chr1	72283326	72284053
cpg.1244	chr1	74198142	74198351
cpg.1245	chr1	75125132	75125669
cpg.1246	chr1	75130128	75130477
cpg.1247	chr1	75131038	75131262
cpg.1248	chr1	75134989	75135730
cpg.1249	chr1	75136313	75137124
cpg.1250	chr1	75614769	75615123
cpg.1251	chr1	75615693	75616680
cpg.1252	chr1	75724231	75725045
cpg.1253	chr1	75796851	75797218
cpg.1254	chr1	76867426	76868849
cpg.1255	chr1	77219311	77219567
cpg.1256	chr1	77281688	77282539
cpg.1257	chr1	77682532	77683733
cpg.1258	chr1	77759158	77759965
cpg.1259	chr1	77811681	77811922
cpg.1260	chr1	77888696	77888988
cpg.1261	chr1	77978619	77978921
cpg.1262	chr1	77979079	77979597
cpg.1263	chr1	78045893	78046477
cpg.1264	chr1	78490939	78491831
cpg.1265	chr1	79006596	79006852
cpg.1266	chr1	80330972	80331201
cpg.1267	chr1	81800313	81803363
cpg.1268	chr1	83860584	83861155
cpg.1269	chr1	83998540	83999549
cpg.1270	chr1	84077463	84078578
cpg.1271	chr1	84298425	84299223
cpg.1272	chr1	84479249	84479667
cpg.1273	chr1	84505661	84506808
cpg.1274	chr1	84574142	84574661
cpg.1275	chr1	84620638	84621093
cpg.1276	chr1	84689922	84690657
cpg.1277	chr1	84754335	84754655
cpg.1278	chr1	84892676	84893504
cpg.1279	chr1	84996902	84997752
cpg.1280	chr1	84998201	84998484
cpg.1281	chr1	85047826	85048872
cpg.1282	chr1	85200135	85201967
cpg.1283	chr1	85259018	85259841
cpg.1284	chr1	85276182	85276852
cpg.1285	chr1	85464257	85465485
cpg.1286	chr1	85576546	85577252
cpg.1287	chr1	85580679	85581557
cpg.1288	chr1	85616017	85616350
cpg.1289	chr1	85708358	85708570
cpg.1290	chr1	86155595	86156219
cpg.1291	chr1	86156615	86157188
cpg.1292	chr1	86395883	86396400
cpg.1293	chr1	86552985	86553493
cpg.1294	chr1	86704192	86705332
cpg.1295	chr1	86914479	86915531
cpg.1296	chr1	87131860	87132832
cpg.1297	chr1	87151470	87151734
cpg.1298	chr1	87152009	87152303
cpg.1299	chr1	87328119	87329459
cpg.1300	chr1	87331699	87332201
cpg.1301	chr1	87335152	87335549
cpg.1302	chr1	88462600	88463077
cpg.1303	chr1	88683932	88685035
cpg.1304	chr1	88891280	88891708
cpg.1305	chr1	88992351	88992921
cpg.1306	chr1	89524251	89525427
cpg.1307	chr1	89632671	89633733
cpg.1308	chr1	89763185	89763614
cpg.1309	chr1	89820630	89821928
cpg.1310	chr1	89843280	89844047
cpg.1311	chr1	89994840	89995678
cpg.1312	chr1	90706545	90707214
cpg.1313	chr1	90710847	90711144
cpg.1314	chr1	90716540	90718983
cpg.1315	chr1	90719599	90720020
cpg.1316	chr1	90723582	90723843
cpg.1317	chr1	90724932	90727247
cpg.1318	chr1	90835422	90836334
cpg.1319	chr1	90850692	90851833
cpg.1320	chr1	90893565	90894006
cpg.1321	chr1	91021601	91022250
cpg.1322	chr1	91404319	91404833
cpg.1323	chr1	91500706	91501442
cpg.1324	chr1	91535466	91535887
cpg.1325	chr1	91546272	91546505
cpg.1326	chr1	91546779	91547099
cpg.1327	chr1	91885356	91886528
cpg.1328	chr1	91949161	91949429
cpg.1329	chr1	92029810	92030407
cpg.1330	chr1	92080262	92080923
cpg.1331	chr1	92217881	92218125
cpg.1332	chr1	92298616	92299369
cpg.1333	chr1	92480309	92487052
cpg.1334	chr1	92784381	92785539
cpg.1335	chr1	92831941	92832565
cpg.1336	chr1	92960955	92962197
cpg.1337	chr1	93079001	93079475
cpg.1338	chr1	93180115	93180914
cpg.1339	chr1	93345661	93346383
cpg.1340	chr1	93447912	93448967
cpg.1341	chr1	93680765	93681948
cpg.1342	chr1	93846288	93847530
cpg.1343	chr1	93847761	93848072
cpg.1344	chr1	93878951	93879266
cpg.1345	chr1	93908813	93909911
cpg.1346	chr1	94237134	94237788
cpg.1347	chr1	94247350	94247961
cpg.1348	chr1	94417969	94418846
cpg.1349	chr1	94541281	94542083
cpg.1350	chr1	94820046	94820763
cpg.1351	chr1	94926281	94927560
cpg.1352	chr1	95072695	95072995
cpg.1353	chr1	95117194	95117575
cpg.1354	chr1	95234120	95234586
cpg.1355	chr1	96721546	96722263
cpg.1356	chr1	97920633	97921168
cpg.1357	chr1	98045410	98046154
cpg.1358	chr1	98053445	98054427
cpg.1359	chr1	98661316	98662155
cpg.1360	chr1	99004376	99005028
cpg.1361	chr1	99264426	99264779
cpg.1362	chr1	99849864	99850453
cpg.1363	chr1	99969741	99970514
cpg.1364	chr1	100037926	100038848
cpg.1365	chr1	100132574	100133198
cpg.1366	chr1	100213210	100213542
cpg.1367	chr1	100266076	100266443
cpg.1368	chr1	100352153	100353343
cpg.1369	chr1	100539012	100540329
cpg.1370	chr1	100895032	100895276
cpg.1371	chr1	100895993	100896252
cpg.1372	chr1	101025761	101026124
cpg.1373	chr1	101236229	101236512
cpg.1374	chr1	101236889	101237189
cpg.1375	chr1	103525470	103526291
cpg.1376	chr1	106080771	106081232
cpg.1377	chr1	107056583	107057788
cpg.1378	chr1	107140267	107140509
cpg.1379	chr1	107141044	107141841
cpg.1380	chr1	107480610	107480820
cpg.1381	chr1	107964629	107965419
cpg.1382	chr1	108192605	108192891
cpg.1383	chr1	108199778	108200579
cpg.1384	chr1	108272708	108273250
cpg.1385	chr1	108421127	108421669
cpg.1386	chr1	108559916	108560590
cpg.1387	chr1	108660971	108661756
cpg.1388	chr1	108692166	108692539
cpg.1389	chr1	108746396	108747200
cpg.1390	chr1	108876844	108877416
cpg.1391	chr1	108963059	108963592
cpg.1392	chr1	109041233	109042224
cpg.1393	chr1	109075957	109076210
cpg.1394	chr1	109090566	109091010
cpg.1395	chr1	109100041	109100762
cpg.1396	chr1	109113473	109113716
cpg.1397	chr1	109213842	109214476
cpg.1398	chr1	109249323	109250101
cpg.1399	chr1	109258432	109259078
cpg.1400	chr1	109281691	109281904
cpg.1401	chr1	109283088	109283585
cpg.1402	chr1	109397452	109398272
cpg.1403	chr1	109426026	109426948
cpg.1404	chr1	109466340	109467165
cpg.1405	chr1	109483831	109484281
cpg.1406	chr1	109493923	109494321
cpg.1407	chr1	109509332	109509883
cpg.1408	chr1	109548417	109548968
cpg.1409	chr1	109619842	109620094
cpg.1410	chr1	109643339	109643542
cpg.1411	chr1	109655919	109656505
cpg.1412	chr1	109667959	109668334
cpg.1413	chr1	109687616	109687992
cpg.1414	chr1	109739729	109740684
cpg.1415	chr1	109910521	109911267
cpg.1416	chr1	109984626	109985404
cpg.1417	chr1	110034781	110035320
cpg.1418	chr1	110067643	110070681
cpg.1419	chr1	110083906	110084862
cpg.1420	chr1	110130188	110130717
cpg.1421	chr1	110150366	110151642
cpg.1422	chr1	110209634	110212172
cpg.1423	chr1	110223043	110223390
cpg.1424	chr1	110337772	110338002
cpg.1425	chr1	110338320	110340178
cpg.1426	chr1	110407270	110407918
cpg.1427	chr1	110555444	110555740
cpg.1428	chr1	110606361	110607564
cpg.1429	chr1	110673622	110675675
cpg.1430	chr1	110780601	110780811
cpg.1431	chr1	110963259	110964385
cpg.1432	chr1	111139605	111140681
cpg.1433	chr1	111203691	111204681
cpg.1434	chr1	111270789	111271231
cpg.1435	chr1	111346516	111346917
cpg.1436	chr1	111448682	111449580
cpg.1437	chr1	111515562	111515968
cpg.1438	chr1	111619582	111620215
cpg.1439	chr1	111738430	111740655
cpg.1440	chr1	111755419	111756370
cpg.1441	chr1	111981846	111982763
cpg.1442	chr1	111988937	111991151
cpg.1443	chr1	112395873	112396194
cpg.1444	chr1	112466222	112466532
cpg.1445	chr1	112501788	112502370
cpg.1446	chr1	112508191	112509679
cpg.1447	chr1	112618969	112619949
cpg.1448	chr1	112674853	112675475
cpg.1449	chr1	112706720	112707576
cpg.1450	chr1	112714263	112715438
cpg.1451	chr1	112722951	112723165
cpg.1452	chr1	112743704	112744550
cpg.1453	chr1	112849520	112850174
cpg.1454	chr1	112955364	112955584
cpg.1455	chr1	112955744	112956703
cpg.1456	chr1	113072969	113073638
cpg.1457	chr1	113198851	113199123
cpg.1458	chr1	113389958	113391448
cpg.1459	chr1	113758892	113759650
cpg.1460	chr1	113811751	113812678
cpg.1461	chr1	113904832	113905402
cpg.1462	chr1	113929343	113930277
