gene	chr	start	stop
OSCP1	chr1	36415827	36450451
None	chr1	36450452	36455717
MRPS15	chr1	36455718	36464384
None	chr1	36464385	36466042
CSF3R	chr1	36466043	36483278
None	chr1	36483279	36795526
GRIK3	chr1	36795527	37034515
None	chr1	37034516	37474579
ZC3H12A	chr1	37474580	37484377
None	chr1	37484378	37489992
MEAF6	chr1	37489993	37514766
None	chr1	37514767	37534448
SNIP1	chr1	37534449	37554293
None	chr1	37554294	37556918
DNALI1-GNL2	chr1	37556919	37595937
None	chr1	37595938	37611349
RSPO1	chr1	37611350	37634892
None	chr1	37634893	37681569
C1orf109	chr1	37681570	37692249
None	chr1	37692250	37692480
CDCA8	chr1	37692481	37709719
None	chr1	37709720	37713879
EPHA10	chr1	37713880	37765133
None	chr1	37765134	37793846
MANEAL	chr1	37793847	37801137
None	chr1	37801138	37802944
YRDC-C1orf122	chr1	37802945	37809454
None	chr1	37809455	37809573
MTF1	chr1	37809574	37859592
None	chr1	37859593	37860696
INPP5B	chr1	37860697	37947057
None	chr1	37947058	37956974
SF3A3	chr1	37956975	37990075
None	chr1	37990076	37996769
FHL3	chr1	37996770	38005606
None	chr1	38005607	38009257
UTP11	chr1	38009258	38024820
None	chr1	38024821	38043828
POU3F1	chr1	38043829	38046793
None	chr1	38046794	38838197
RRAGC	chr1	38838198	38859772
None	chr1	38859773	38862492
MYCBP	chr1	38862493	38873368
None	chr1	38873369	38874068
GJA9	chr1	38874069	38881587
None	chr1	38881588	38885806
RHBDL2	chr1	38885807	38941830
None	chr1	38941831	38991275
AKIRIN1	chr1	38991276	39006059
None	chr1	39006060	39026317
NDUFS5	chr1	39026318	39034636
None	chr1	39034637	39081315
MACF1	chr1	39081316	39487177
None	chr1	39487178	39491635
BMP8A	chr1	39491636	39529869
None	chr1	39529870	39560708
PABPC4	chr1	39560709	39576790
None	chr1	39576791	39623434
HEYL	chr1	39623435	39639643
None	chr1	39639644	39651228
NT5C1A	chr1	39651229	39672107
None	chr1	39672108	39678647
HPCAL4	chr1	39678648	39691485
None	chr1	39691486	39692181
PPIE-BMP8B-OXCT2	chr1	39692182	39788865
None	chr1	39788866	39838109
TRIT1	chr1	39838110	39883511
None	chr1	39883512	39895425
MYCL	chr1	39895426	39902256
None	chr1	39902257	39955111
MFSD2A	chr1	39955112	39969968
None	chr1	39969969	40040232
CAP1	chr1	40040233	40072649
None	chr1	40072650	40072709
PPT1	chr1	40072710	40097260
None	chr1	40097261	40161386
RLF	chr1	40161387	40240921
None	chr1	40240922	40245946
TMCO2	chr1	40245947	40251684
None	chr1	40251685	40258040
ZMPSTE24	chr1	40258041	40294180
None	chr1	40294181	40300488
COL9A2	chr1	40300489	40317813
None	chr1	40317814	40344849
SMAP2	chr1	40344850	40423326
None	chr1	40423327	40450101
ZFP69B	chr1	40450102	40463718
None	chr1	40463719	40477289
ZFP69	chr1	40477290	40496343
None	chr1	40496344	40508740
EXO5	chr1	40508741	40516038
None	chr1	40516039	40531572
ZNF684	chr1	40531573	40548167
None	chr1	40548168	40620679
RIMS3	chr1	40620680	40665682
None	chr1	40665683	40691647
NFYC	chr1	40691648	40771603
None	chr1	40771604	40783786
KCNQ4	chr1	40783787	40840452
None	chr1	40840453	40861053
CITED4	chr1	40861054	40862363
None	chr1	40862364	40979687
CTPS1	chr1	40979688	41012565
None	chr1	41012566	41015588
SLFNL1	chr1	41015589	41023237
None	chr1	41023238	41027199
SCMH1	chr1	41027200	41242154
None	chr1	41242155	41361921
FOXO6	chr1	41361922	41383590
None	chr1	41383591	41478774
EDN2	chr1	41478775	41484683
None	chr1	41484684	41506364
HIVEP3	chr1	41506365	42035925
None	chr1	42035926	42153409
GUCA2B	chr1	42153410	42155820
None	chr1	42155821	42162689
GUCA2A	chr1	42162690	42164745
None	chr1	42164746	42176538
FOXJ3	chr1	42176539	42335877
None	chr1	42335878	42380791
RIMKLA	chr1	42380792	42424232
None	chr1	42424233	42430328
ZMYND12-PPCS-CCDC30	chr1	42430329	42657190
None	chr1	42657191	42658334
PPIH	chr1	42658335	42676758
None	chr1	42676759	42682417
YBX1	chr1	42682418	42703805
None	chr1	42703806	42733092
CLDN19	chr1	42733093	42740254
None	chr1	42740255	42746334
P3H1	chr1	42746335	42767084
None	chr1	42767085	42767244
C1orf50	chr1	42767245	42779491
None	chr1	42779492	42784990
TMEM269-SVBP-ERMAP	chr1	42784991	42844991
None	chr1	42844992	42846572
ZNF691	chr1	42846573	42852477
None	chr1	42852478	42925352
SLC2A1	chr1	42925353	42958893
None	chr1	42958894	43145152
FAM183A	chr1	43145153	43156396
None	chr1	43156397	43164174
EBNA1BP2-CFAP57-TMEM125	chr1	43164175	43274002
None	chr1	43274003	43281876
C1orf210	chr1	43281877	43285617
None	chr1	43285618	43300981
TIE1	chr1	43300982	43323108
None	chr1	43323109	43337817
MPL	chr1	43337818	43354466
None	chr1	43354467	43358980
CDC20	chr1	43358981	43363203
None	chr1	43363204	43363397
ELOVL1	chr1	43363398	43368074
None	chr1	43368075	43383916
MED8	chr1	43383917	43389808
None	chr1	43389809	43389881
SZT2-HYI	chr1	43389882	43454247
None	chr1	43454248	43525186
PTPRF	chr1	43525187	43623666
None	chr1	43623667	43650148
KDM4A	chr1	43650149	43705518
None	chr1	43705519	43705823
ST3GAL3	chr1	43705824	43931165
None	chr1	43931166	43933319
ARTN	chr1	43933320	43937240
None	chr1	43937241	43946949
IPO13	chr1	43946950	43968022
None	chr1	43968023	43969999
DPH2	chr1	43970000	43973369
None	chr1	43973370	43974486
ATP6V0B	chr1	43974487	43978295
None	chr1	43978296	43978942
B4GALT2	chr1	43978943	43991170
None	chr1	43991171	43991358
CCDC24-SLC6A9	chr1	43991359	44031467
None	chr1	44031468	44118820
KLF17	chr1	44118821	44135140
None	chr1	44135141	44137820
KLF18	chr1	44137821	44141631
None	chr1	44141632	44213454
DMAP1	chr1	44213455	44220681
None	chr1	44220682	44221069
ERI3	chr1	44221070	44355260
None	chr1	44355261	44405193
RNF220-TMEM53	chr1	44405194	44674481
None	chr1	44674482	44674691
ARMH1	chr1	44674692	44725591
None	chr1	44725592	44739817
KIF2C	chr1	44739818	44767767
None	chr1	44767768	44775250
RPS8	chr1	44775251	44778779
None	chr1	44778780	44783584
BEST4	chr1	44783585	44788170
None	chr1	44788171	44800376
PLK3-DYNLT4	chr1	44800377	44807351
None	chr1	44807352	44808481
BTBD19	chr1	44808482	44815585
None	chr1	44815586	44819843
PTCH2	chr1	44819844	44843253
None	chr1	44843254	44850521
EIF2B3	chr1	44850522	44986722
None	chr1	44986723	45002539
HECTD3-UROD	chr1	45002540	45015575
None	chr1	45015576	45016398
ZSWIM5	chr1	45016399	45306209
None	chr1	45306210	45326894
HPDL	chr1	45326895	45328710
None	chr1	45328711	45329162
MUTYH-TOE1-TESK2	chr1	45329163	45491163
None	chr1	45491164	45493865
CCDC163	chr1	45493866	45500079
None	chr1	45500080	45500299
MMACHC-PRDX1	chr1	45500300	45542732
None	chr1	45542733	45550542
AKR1A1	chr1	45550543	45570049
None	chr1	45570050	45583845
NASP	chr1	45583846	45618904
None	chr1	45618905	45620043
CCDC17	chr1	45620044	45624057
None	chr1	45624058	45627303
GPBP1L1	chr1	45627304	45688113
None	chr1	45688114	45688180
TMEM69-IPP	chr1	45688181	45750653
None	chr1	45750654	45786986
MAST2	chr1	45786987	46036122
None	chr1	46036123	46040139
PIK3R3-P3R3URF-PIK3R3-TSPAN1-P3R3URF	chr1	46040140	46185962
None	chr1	46185963	46188682
POMGNT1-LURAP1	chr1	46188683	46221256
None	chr1	46221257	46246460
RAD54L-LRRC41	chr1	46246461	46303616
None	chr1	46303617	46303697
UQCRH	chr1	46303698	46316776
None	chr1	46316777	46340788
NSUN4	chr1	46340789	46365152
None	chr1	46365153	46394316
FAAH	chr1	46394317	46413848
None	chr1	46413849	46489835
DMBX1	chr1	46489836	46516216
None	chr1	46516217	46532165
TMEM275	chr1	46532166	46543969
None	chr1	46543970	46545640
KNCN	chr1	46545641	46551647
None	chr1	46551648	46557406
MKNK1-MOB3C	chr1	46557407	46616843
None	chr1	46616844	46632736
ATPAF1-TEX38	chr1	46632737	46673867
None	chr1	46673868	46674658
EFCAB14	chr1	46674659	46719146
None	chr1	46719147	46757837
CYP4B1	chr1	46757838	46819413
None	chr1	46819414	46929176
CYP4A11	chr1	46929177	46941484
None	chr1	46941485	47023668
CYP4X1	chr1	47023669	47050751
None	chr1	47050752	47067230
CYP4Z1	chr1	47067231	47118318
None	chr1	47118319	47137434
CYP4A22	chr1	47137435	47149727
None	chr1	47149728	47183581
PDZK1IP1	chr1	47183582	47191044
None	chr1	47191045	47216289
TAL1	chr1	47216290	47232225
None	chr1	47232226	47250138
STIL	chr1	47250139	47314892
None	chr1	47314893	47333789
CMPK1	chr1	47333790	47378839
None	chr1	47378840	47416284
FOXE3	chr1	47416285	47418052
None	chr1	47418053	47438043
FOXD2	chr1	47438044	47440691
None	chr1	47440692	47760527
TRABD2B	chr1	47760528	47997385
None	chr1	47997386	48222684
SLC5A9	chr1	48222685	48248644
None	chr1	48248645	48295372
SPATA6	chr1	48295373	48472208
None	chr1	48472209	48532853
AGBL4-BEND5	chr1	48532854	50023954
None	chr1	50023955	50024028
ELAVL4	chr1	50024029	50203772
None	chr1	50203773	50417549
DMRTA2	chr1	50417550	50423443
None	chr1	50423444	50437027
FAF1	chr1	50437028	50960267
None	chr1	50960268	50960744
CDKN2C	chr1	50960745	50974634
None	chr1	50974635	51102220
C1orf185	chr1	51102221	51148086
None	chr1	51148087	51236272
RNF11	chr1	51236273	51273447
None	chr1	51273448	51287257
TTC39A	chr1	51287258	51345116
None	chr1	51345117	51354262
EPS15	chr1	51354263	51519266
None	chr1	51519267	51577178
OSBPL9-NRDC	chr1	51577179	51878805
None	chr1	51878806	51907955
RAB3B	chr1	51907956	51990700
None	chr1	51990701	52020130
TXNDC12-KTI12	chr1	52020131	52055191
None	chr1	52055192	52056198
BTF3L4	chr1	52056199	52090716
None	chr1	52090717	52142088
ZFYVE9-CC2D1B	chr1	52142089	52366205
None	chr1	52366206	52372828
ORC1	chr1	52372829	52404423
None	chr1	52404424	52404601
PRPF38A-TUT4	chr1	52404602	52553487
None	chr1	52553488	52602370
GPX7	chr1	52602371	52609051
None	chr1	52609052	52633167
SHISAL2A	chr1	52633168	52669683
None	chr1	52669684	52684448
COA7	chr1	52684449	52698347
None	chr1	52698348	52726452
ZYG11B	chr1	52726453	52827336
None	chr1	52827337	52842510
ZYG11A	chr1	52842511	52894998
None	chr1	52894999	52895909
ECHDC2	chr1	52895910	52927212
None	chr1	52927213	52927275
SCP2	chr1	52927276	53051698
None	chr1	53051699	53062051
PODN	chr1	53062052	53085501
None	chr1	53085502	53087178
SLC1A7	chr1	53087179	53142638
None	chr1	53142639	53196791
CPT2-CZIB	chr1	53196792	53220634
None	chr1	53220635	53226899
MAGOH	chr1	53226900	53238518
None	chr1	53238519	53242363
LRP8	chr1	53242364	53328469
None	chr1	53328470	53459398
DMRTB1	chr1	53459399	53467488
None	chr1	53467489	53506236
GLIS1	chr1	53506237	53739164
None	chr1	53739165	53765477
NDC1	chr1	53765478	53838463
None	chr1	53838464	53851718
YIPF1	chr1	53851719	53889798
None	chr1	53889799	53891238
DIO1	chr1	53891239	53911086
None	chr1	53911087	53916573
HSPB11	chr1	53916574	53945699
None	chr1	53945700	53946084
LRRC42	chr1	53946085	53968168
None	chr1	53968169	54007297
LDLRAD1	chr1	54007298	54018186
None	chr1	54018187	54026680
TMEM59	chr1	54026681	54053504
None	chr1	54053505	54053583
TCEANC2	chr1	54053584	54112519
None	chr1	54112520	54132967
CDCP2	chr1	54132968	54153770
None	chr1	54153771	54169650
CYB5RL-MRPL37-SSBP3	chr1	54169651	54413479
None	chr1	54413480	54542256
ACOT11-FAM151A	chr1	54542257	54639192
None	chr1	54639193	54641753
MROH7-MROH7-TTC4-TTC4	chr1	54641754	54742657
None	chr1	54742658	54756897
PARS2	chr1	54756898	54764523
None	chr1	54764524	54779711
TTC22	chr1	54779712	54801323
None	chr1	54801324	54806062
LEXM	chr1	54806063	54842252
None	chr1	54842253	54849626
DHCR24	chr1	54849627	54887195
None	chr1	54887196	54980627
TMEM61	chr1	54980628	54992288
None	chr1	54992289	54998932
BSND	chr1	54998933	55017172
None	chr1	55017173	55039446
PCSK9	chr1	55039447	55064852
None	chr1	55064853	55066358
USP24	chr1	55066359	55215364
None	chr1	55215365	56494760
PLPP3	chr1	56494761	56645301
None	chr1	56645302	56645313
PRKAA2	chr1	56645314	56715335
None	chr1	56715336	56718788
FYB2	chr1	56718789	56819696
None	chr1	56819697	56854796
C8A	chr1	56854797	56918223
None	chr1	56918224	56929206
C8B	chr1	56929207	56966140
None	chr1	56966141	56994777
DAB1-OMA1	chr1	56994778	58546802
None	chr1	58546803	58575432
TACSTD2	chr1	58575433	58577252
None	chr1	58577253	58643439
MYSM1	chr1	58643440	58700077
None	chr1	58700078	58776844
JUN	chr1	58776845	58784048
None	chr1	58784049	59296637
FGGY	chr1	59296638	59810647
None	chr1	59810648	59814785
HOOK1	chr1	59814786	59876322
None	chr1	59876323	59893307
CYP2J2	chr1	59893308	59926773
None	chr1	59926774	59987268
C1orf87	chr1	59987269	60073770
None	chr1	60073771	60865258
NFIA	chr1	60865259	61462788
None	chr1	61462789	61681045
TM2D1	chr1	61681046	61725423
None	chr1	61725424	61742476
PATJ	chr1	61742477	62178675
None	chr1	62178676	62194848
L1TD1	chr1	62194849	62212328
None	chr1	62212329	62236164
KANK4	chr1	62236165	62319434
None	chr1	62319435	62436296
USP1	chr1	62436297	62451804
None	chr1	62451805	62454297
DOCK7-ANGPTL3	chr1	62454298	62688386
None	chr1	62688387	62784131
ATG4C	chr1	62784132	62865516
None	chr1	62865517	63322566
FOXD3	chr1	63322567	63325128
None	chr1	63325129	63367574
ALG6	chr1	63367575	63438553
None	chr1	63438554	63440769
ITGB3BP-EFCAB7-PGM1	chr1	63440770	63660245
None	chr1	63660246	63774016
ROR1	chr1	63774017	64181498
None	chr1	64181499	64203622
UBE2U	chr1	64203623	64267368
None	chr1	64267369	64470128
CACHD1	chr1	64470129	64693058
None	chr1	64693059	64745094
RAVER2-JAK1	chr1	64745095	65067754
None	chr1	65067755	65147548
AK4	chr1	65147549	65232145
None	chr1	65232146	65248218
DNAJC6	chr1	65248219	65415871
None	chr1	65415872	65420586
LEPROT-LEPR	chr1	65420587	65641559
None	chr1	65641560	65792513
PDE4B	chr1	65792514	66374579
None	chr1	66374580	66533266
SGIP1	chr1	66533267	66751139
None	chr1	66751140	66752458
DYNLT5	chr1	66752459	66779047
None	chr1	66779048	66797739
INSL5	chr1	66797740	66801276
None	chr1	66801277	66812884
DNAI4	chr1	66812885	66924856
None	chr1	66924857	66924894
MIER1	chr1	66924895	66988619
None	chr1	66988620	66999349
SLC35D1	chr1	66999350	67054148
None	chr1	67054149	67092164
C1orf141-IL23R	chr1	67092165	67259979
None	chr1	67259980	67307363
IL12RB2	chr1	67307364	67398724
None	chr1	67398725	67407809
SERBP1	chr1	67407810	67430415
None	chr1	67430416	67685200
GADD45A	chr1	67685201	67688334
None	chr1	67688335	67701474
GNG12	chr1	67701475	67833467
None	chr1	67833468	68045885
DIRAS3	chr1	68045886	68051717
None	chr1	68051718	68098472
WLS	chr1	68098473	68233120
None	chr1	68233121	68428821
RPE65	chr1	68428822	68449954
None	chr1	68449955	68474151
DEPDC1	chr1	68474152	68497221
None	chr1	68497222	69567921
LRRC7-LRRC40	chr1	69567922	70205579
None	chr1	70205580	70205681
SRSF11	chr1	70205682	70253052
None	chr1	70253053	70258998
ANKRD13C	chr1	70258999	70354734
None	chr1	70354735	70411217
CTH	chr1	70411218	70439851
None	chr1	70439852	70852352
PTGER3	chr1	70852353	71047816
None	chr1	71047817	71063290
ZRANB2	chr1	71063291	71081289
None	chr1	71081290	71395942
NEGR1	chr1	71395943	72282539
None	chr1	72282540	74026014
LRRIQ3	chr1	74026015	74198187
None	chr1	74198188	74198234
FPGT-TNNI3K-FPGT-TNNI3K-LRRC53	chr1	74198235	74544428
None	chr1	74544429	74568116
ERICH3	chr1	74568117	74673792
None	chr1	74673793	74705481
CRYZ-TYW3	chr1	74705482	74766678
None	chr1	74766679	75128433
LHX8	chr1	75128434	75161533
None	chr1	75161534	75202128
SLC44A5	chr1	75202129	75611114
None	chr1	75611115	75724430
ACADM-RABGGTB	chr1	75724431	75795086
None	chr1	75795087	75796881
MSH4	chr1	75796882	75913242
None	chr1	75913243	75918872
ASB17	chr1	75918873	75932404
None	chr1	75932405	76074745
ST6GALNAC3	chr1	76074746	76634603
None	chr1	76634604	76867479
ST6GALNAC5	chr1	76867480	77067546
None	chr1	77067547	77088988
PIGK	chr1	77088989	77219430
None	chr1	77219431	77282018
AK5	chr1	77282019	77559966
None	chr1	77559967	77562415
ZZZ3	chr1	77562416	77683419
None	chr1	77683420	77695986
USP33	chr1	77695987	77759852
None	chr1	77759853	77779623
MIGA1	chr1	77779624	77879540
None	chr1	77879541	77888512
NEXN	chr1	77888513	77943895
None	chr1	77943896	77944054
FUBP1	chr1	77944055	77979110
None	chr1	77979111	77979174
DNAJB4-GIPC2	chr1	77979175	78138444
None	chr1	78138445	78303883
PTGFR	chr1	78303884	78540701
None	chr1	78540702	78619901
IFI44L	chr1	78619902	78646145
None	chr1	78646146	78649795
IFI44	chr1	78649796	78664078
None	chr1	78664079	78889763
ADGRL4	chr1	78889764	79282124
None	chr1	79282125	81306146
ADGRL2	chr1	81306147	81993932
None	chr1	81993933	83865023
TTLL7	chr1	83865024	83999150
None	chr1	83999151	84078061
PRKACB	chr1	84078062	84238498
None	chr1	84238499	84298365
SAMD13	chr1	84298366	84389957
None	chr1	84389958	84398483
DNASE2B	chr1	84398484	84415018
None	chr1	84415019	84479258
RPF1-GNG5-SPATA1-CTBS	chr1	84479259	84574480
None	chr1	84574481	84643705
SSX2IP	chr1	84643706	84690803
None	chr1	84690804	84811601
LPAR3	chr1	84811602	84893206
None	chr1	84893207	84925582
MCOLN2	chr1	84925583	84997113
None	chr1	84997114	84999146
DNAI3-MCOLN3	chr1	84999147	85133138
None	chr1	85133139	85156888
SYDE2	chr1	85156889	85201016
None	chr1	85201017	85249952
C1orf52	chr1	85249953	85259672
None	chr1	85259673	85265775
BCL10	chr1	85265776	85276632
None	chr1	85276633	85318480
DDAH1	chr1	85318481	85578363
None	chr1	85578364	85580760
CCN1	chr1	85580761	85584589
None	chr1	85584590	85649416
ZNHIT6	chr1	85649417	85708433
None	chr1	85708434	85729232
COL24A1	chr1	85729233	86156943
None	chr1	86156944	86346823
ODF2L	chr1	86346824	86396342
None	chr1	86396343	86424170
CLCA2	chr1	86424171	86456553
None	chr1	86456554	86468367
CLCA1	chr1	86468368	86500259
None	chr1	86500260	86547077
CLCA4	chr1	86547078	86580754
None	chr1	86580755	86704569
SH3GLB1	chr1	86704570	86748184
None	chr1	86748185	86862444
SELENOF	chr1	86862445	86914424
None	chr1	86914425	86914634
HS2ST1	chr1	86914635	87109982
None	chr1	87109983	87328879
LMO4	chr1	87328880	87348923
None	chr1	87348924	88684221
PKN2	chr1	88684222	88836255
None	chr1	88836256	88852632
GTF2B	chr1	88852633	88891944
None	chr1	88891945	88935772
KYAT3-RBMXL1	chr1	88935773	88992960
None	chr1	88992961	89006678
GBP3	chr1	89006679	89022894
None	chr1	89022895	89051881
GBP1	chr1	89051882	89065360
None	chr1	89065361	89106131
GBP2-GBP7	chr1	89106132	89176009
None	chr1	89176010	89181143
GBP4	chr1	89181144	89198942
None	chr1	89198943	89256188
GBP5	chr1	89256189	89272860
None	chr1	89272861	89364058
GBP6	chr1	89364059	89388160
None	chr1	89388161	89524828
LRRC8B	chr1	89524829	89597861
None	chr1	89597862	89633071
LRRC8C	chr1	89633072	89769903
None	chr1	89769904	89821013
LRRC8D	chr1	89821014	89936611
None	chr1	89936612	89995109
ZNF326	chr1	89995110	90035533
None	chr1	90035534	90711538
BARHL2	chr1	90711539	90717302
None	chr1	90717303	90915297
ZNF644	chr1	90915298	91022272
None	chr1	91022273	91260765
HFM1	chr1	91260766	91404856
None	chr1	91404857	91500850
CDC7	chr1	91500851	91525764
None	chr1	91525765	91680342
TGFBR3	chr1	91680343	91906335
None	chr1	91906336	91949342
BRDT	chr1	91949343	92014426
None	chr1	92014427	92029984
EPHX4	chr1	92029985	92063538
None	chr1	92063539	92074532
SETSIP	chr1	92074533	92075411
None	chr1	92075412	92080304
BTBD8	chr1	92080305	92184725
None	chr1	92184726	92217914
C1orf146	chr1	92217915	92245813
None	chr1	92245814	92246401
GLMN	chr1	92246402	92298987
None	chr1	92298988	92299058
RPAP2	chr1	92299059	92402056
None	chr1	92402057	92473042
GFI1	chr1	92473043	92486925
None	chr1	92486926	92508695
EVI5	chr1	92508696	92792404
None	chr1	92792405	92832012
RPL5-DIPK1A	chr1	92832013	92961522
None	chr1	92961523	93079234
MTF2	chr1	93079235	93139079
None	chr1	93139080	93149741
TMED5-CCDC18	chr1	93149742	93278730
None	chr1	93278731	93345906
DR1	chr1	93345907	93369493
None	chr1	93369494	93448117
FNBP1L	chr1	93448118	93554661
None	chr1	93554662	93561740
BCAR3	chr1	93561741	93847150
None	chr1	93847151	93866283
DNTTIP2	chr1	93866284	93879918
None	chr1	93879919	93885198
GCLM	chr1	93885199	93909456
None	chr1	93909457	93992833
ABCA4	chr1	93992834	94121148
None	chr1	94121149	94148987
ARHGAP29	chr1	94148988	94275068
None	chr1	94275069	94418388
ABCD3	chr1	94418389	94518666
None	chr1	94518667	94529172
F3	chr1	94529173	94541759
None	chr1	94541760	94820341
SLC44A3	chr1	94820342	94895246
None	chr1	94895247	94896948
CNN3	chr1	94896949	94927223
None	chr1	94927224	94974404
ALG14	chr1	94974405	95072951
None	chr1	95072952	95117354
TLCD4-TLCD4-RWDD3-RWDD3	chr1	95117355	95247225
None	chr1	95247226	96721664
PTBP2	chr1	96721665	96823738
None	chr1	96823739	97077742
DPYD	chr1	97077743	97995000
None	chr1	97995001	98661700
SNX7	chr1	98661701	98760500
None	chr1	98760501	98890244
PLPPR5	chr1	98890245	99005032
None	chr1	99005033	99264291
PLPPR4	chr1	99264292	99309590
None	chr1	99309591	99646112
PALMD	chr1	99646113	99694541
None	chr1	99694542	99703969
FRRS1	chr1	99703970	99766635
None	chr1	99766636	99850360
AGL	chr1	99850361	99924023
None	chr1	99924024	99969350
SLC35A3	chr1	99969351	100035634
None	chr1	100035635	100038094
MFSD14A	chr1	100038095	100083377
None	chr1	100083378	100083562
SASS6	chr1	100083563	100132955
None	chr1	100132956	100133149
TRMT13-LRRC39	chr1	100133150	100178273
None	chr1	100178274	100186918
DBT	chr1	100186919	100249834
None	chr1	100249835	100266215
RTCA	chr1	100266216	100292769
None	chr1	100292770	100345000
CDC14A	chr1	100345001	100520277
None	chr1	100520278	100538138
GPR88	chr1	100538139	100542021
None	chr1	100542022	100719741
VCAM1	chr1	100719742	100739045
None	chr1	100739046	100872371
EXTL2	chr1	100872372	100895179
None	chr1	100895180	100896075
